,sentence,label
1219,При этом стоимость работ на мосту — почти 43 миллиона рублей.,0
1220,Руководство предприятия обвиняет Кировский завод в срыве поставок комплектующих.,0
1221,"— По контракту сдача намечена на сентябрь, но он до сих пор находится на стадии кирпичной кладки пятого этажа.",0
1222,"– Какая, на ваш взгляд, основная причина, которая привела к большому числу обманутых дольщиков?",0
1223,"Монтаж фасада, как отметил исполнительный директор, начнется после 17 июля.",0
1224,"Алексей Островский поинтересовался, с чем связаны такие промедления в строительстве.",0
1225,Такие данные были озвучены на заседании президиума совета по стратегическому развитию и национальным проектам под председательством премьер-министра РФ Дмитрия Медведева.,0
1226,Его заказчиком со стороны государства выступила компания «Автодор».,0
1227,"В поселке Шушары – ЖК ""Ленсоветовский"", на Новгородском проспекте – корпуса 65, 66, и многоэтажный гараж.",0
1228,"Общая площадь переселяемых аварийных квартир составляет 2993,6 м2, будет переселено 212 человек из 76 квартир.",0
1229,"В городском дворце культуры Алексей Текслер встретился с местными жителями, где принял от них жалобы на состояние коммунального хозяйства, системы здравоохранения и дорог.",0
1230,Ежедневно с банковского счета строительной организации-должника списываются денежные средства.,0
1231,"В любом случае, я свой запрос в Госстройнадзор направлю, а как ответят и решат в Госстройнадзоре, так и будет, - сказал он.",0
1232,"«Ситуация ухудшается»: жильцы дома в Васильково просят его снести
Жильцы проблемного дома в пос.",0
1233,Однако и этот срок был сорван.,0
1234,"Учитывая, что в продаже числится гораздо меньше квартир, вероятно, они выставляются блоками, либо есть просто забронированные.",0
1235,"Финансовых средств от дольщиков, как мы уже выяснили, тоже не хватало.",0
1236,"— Они кормят нас «завтраками» с января этого года, мол, ключи будут на следующей неделе и все этом духе.",0
1237,Hyatt планировали сдать через три года - она должна была принять первых гостей ЧМ и представителей ФИФА.,0
1238,"На сегодняшний день подрядная организация заменена, на устранение дефектов и последствий ее работы теперь уходит дополнительное время.",0
1239,Новый срок — конец сентября 2019.,0
1240,"Март и 2018, и 2019 года уже закончился, а стройка еще идет.",0
1241,Открытие супермаркета в Ocean Mall не откладывается.,0
1242,Строительство терминала ведется с 2017 года по поручению Владимира Путина.,0
1243,По всем трем объектам между арбитражным управляющим и указанными строительными организациями заключены соглашения о завершении строительства объектов в процедуре внешнего управления.,0
1244,Сдать его должны были еще в октябре прошлого года.,0
1245,"Кроме того, конкуренты смогут разместить на новых предприятиях мощности по производству кваса.",0
1246,Остаются три «эксстроймашевских» дома в микрорайоне «Европейский».,0
1247,Об этом «URA.RU» сообщил источник в правоохранительных органах региона.,0
1248,"В компанию входят: ООО ""БАУИНВЕСТ"", ООО ""Бизнес-Инвест"", ООО ""Деловой Мир"", ООО ""КраснодарСтройГрупп"", ЗАО ""Кубанская марка"", ООО ""Мастерстрой"", ООО ИСК ""Наш Город"", ООО ""ОБД-Риэлт"", АО ""Ростовское"".",0
1249,"Если центр, то это около 42 тыс. рублей.",0
1250,В компании сегодня подтвердили Znak.com эту информацию.,0
1251,"«Единственное, суд может серьезно сократить сумму взыскиваемых средств.",0
1252,"Как следует из материалов дела, ни ответчик, ни его представитель не принимали участие в судебных заседаниях при рассмотрении дела судами первой и апелляционной инстанций.",0
1253,"Но эти объекты и, соответственно, люди, купившие в них квартиры, по разным причинам не подпадают под приказ Минстроя.",0
1254,"- Решение суда в законную силу не вступило и будет обжаловано в установленном порядке, — прокомментировали ситуацию «МК» - «Югра» в окружном департаменте по внешним и общественным связям.",0
1255,"Москва» сможет собрать необходимую для возведения первой очереди сумму в размере 1,3 млрд. рублей.",0
1256,Поездка была организована по поручению полномочного представителя президента России в ПФО Игоря Комарова по итогам его визита в Пермь 8 ноября.,0
1257,В настоящее время документы по строительству данного объекта рассматриваются несколькими строительными организациями.,0
1258,"Работы на Тюльпановой,10 и на всех остальных очередях жилого комплекса «Победа» остановились.",0
1259,"«Состояние дома вызывает опасение, — отметил Виктор Кувайцев.",0
1260,Вторые энергоблоки планируется вывести на номинальную мощность до конца года.,0
1261,"Как отметил полпред президента на встрече с губернатором Антоном Алихановым, здесь меньше особых болевых точек, как в других регионах.",0
1262,"«Стоимость строительства этого уникального медицинского объекта закреплена в соглашении о ГЧП и составляет 10,9 млрд рублей.",0
1263,"Комплекс «Пушкаревский» возводит ООО «Стройград», дочка компании «Век», ульяновского производителя архитектурного стекла.",0
1264,Дом должен был быть сдан до 31 марта 2016 года.,0
1265,"Оставшаяся доля принадлежит инвестиционной организации ООО МПФ «Золотые Ключи», которой руководит А. Н. Круковский.",0
1266,"Насколько я знаю, по этой цене была разовая акция с целью собрать средства для достройки конкретного дома.",0
1267,При этом используется механизм выделения застройщикам земельных участков.,0
1268,«Против Копайгоры возбуждено уголовное дело по части четвертой 159 статьи УК РФ „Мошенничество в особо крупном размере или повлекшее лишение права гражданина на жилое помещение“.,0
1269,Об этом «Карповке» сообщили в администрации Ленинградской области.,0
1270,"Они по 35 тыс. кв. м каждый, у одного готовность 40% (смонтированы каркас и внешние стены), у другого – 30%.",0
1271,Еще хуже складываются дела на втором объете ЖК Традиция.,0
1272,"Строительством занималось ООО «Престижъ», которое с 2013 года находится в стадии банкротства.",0
1273,"Строительством занималось ООО «Престижъ», которое с 2013 года находится в стадии банкротства.",0
1274,С весны работы здесь продолжаются уже новым подрядчиком.,0
1275,Эта информация очень удивила руководство компании.,0
1276,"Признаться, глядя на стройку в это верится.",0
1277,Застройщиком ЖК «Первый квартал» выступает ООО «Брусника.,0
1278,"Выручка компании по итогам 2017 года составила 87,1 млн рублей, чистая прибыль – 71 млн рублей.",0
1279,"В рейтинге «ТОП застройщиков РФ» уточнение сроков указано даже у крупнейших компаний региона: «Вега», ДСК, ЖБК-1, «БРИК керамикс».",0
1280,– Всё полностью обошлось в 28 млн рублей на два дома.,0
1281,"Я был и в других подъездах, прошёл с первого по последний этаж — там та же самая ситуация.",0
1282,"Свои обязательства по договору и оплате женщина выполнила, однако квартиру в срок не получила.",0
1283,Каковы объемы вводимого жилья и упали ли они в сравнении с предыдущим годом?,0
1284,"По условиям техприсоединения, комплекс зданий подключается к водопроводу, тепло- и электросетям.",0
1285,"В материалах дела отсутствуют сведения, подтверждающие, что ответчиком было заявлено о снижении размера подлежащей взысканию неустойки.",0
1286,Пока – с января на апрель-май 2009 года.,0
1287,"Надеемся, что это произойдет в ближайшие полтора месяца.",0
1288,"Но, судя по всему, к ходу работ на втором корпусе стройки возникало немало и других вопросов.",0
1289,"«Задержка ввода на 2-3 месяца, как правило, не является критичной, - рассуждает Сергей Терентьев.",0
1290,Степень готовности дома № 1 в жилом комплексе на улице 8 Марта — 70%.,0
1291,На площадку дома по ул. Агрономическая в марте уже подана электроэнергия.,0
1292,"За строительство 17 отвечали регионы, 15 — госкорпорация «Ростех», который получил на это 38,4 млрд руб.",0
1293,"Так как в добровольный срок требования исполнительного документа не были выполнены, представителем власти была применена дополнительная санкция в виде взыскания исполнительского сбора в размере почти 33 000 рублей.",0
1294,"– Нам нужны ответственные застройщики, их прописка роли не играет.",0
1295,"Жилые дома ЗАО  «Стройинтерсервис»
«Стройинтерсервис» является застройщиком жилого дома по 4-му Чернышевскому проезду, 1 в городе Саратове (1б/с).",0
1296,"Компания необоснованного прерывала поставки газа в отношении коммунальных операторов, что привело к отключению подачи коммунальных ресурсов добросовестных потребителей.",0
1297,"В результате теперь навигация на Севморпути в начале 2020-х годов зависит от того, удастся ли продлить ресурс реакторов действующих ледоколов «Атомфлота».",0
1298,Таким образом ООО «Брусника.,0
1299,"Мной направлено обращение в прокуратуру», — сообщил депутат Волков, участвовавший в совещаниях по достройке школы.",0
1300,В первом полугодии завершилось строительство 7 деловых центров.,0
1301,"Школа должна была работать уже в августе, чтобы готовить ее к учебному году.",0
1302,Дом обещают ввести в эксплуатацию на следующей неделе.,0
1303,"— На доме № 6 коробка готова полностью, витражи готовы на 50%, смонтированы лифты.",0
1304,Первый корпус комплекса и вправду был сдан.,0
1305,"Там еще конь не валялся, а вы снова идете на подлог, сдерживая народ, обещая им сдачу в августе.",0
1306,Остаются два самых больших и проблемных объекта – дома № 9 и № 8.,0
1307,В целом Александр Гуцан дал высокую оценку динамике развития Калининградской области.,0
1308,ЖК «Прибалтийский» состоит из пяти жилых домов на 2148 квартир и 3 паркингов.,0
1309,Однако оба варианта имеют длительный срок.,0
1310,– В соседнем доме уже больше года задержка».,0
1311,– В соседнем доме уже больше года задержка».,0
1312,"Сумма контракта составила 170,59 млн руб.",0
1313,Одна из причин переноса в ограничении максимальной высотности производственных объектов.,0
1314,"Фото с отделкой на сайте будут появляться, как только работы начнутся.",0
1315,Проект предусматривает строительство многоуровневых подземных стоянок и благоустройство придомовой территории.,0
1316,"Первая очередь – дом №1
Разрешение на строительство получено 25.01.2017 г., срок действия — до 20.01.2019 г. (включительно).",0
1317,"Оно и понятно, здесь живет половина населения области.",0
1318,На каждое из них будут приглашаться дольщики.,0
1319,На каждое из них будут приглашаться дольщики.,0
1320,В целом стоимость завершения строительства всего жилого комплекса оценивается в 3 миллиарда рублей.,0
1321,В целом стоимость завершения строительства всего жилого комплекса оценивается в 3 миллиарда рублей.,0
1322,Причина — задержка изготовления паротурбинной установки на Кировском заводе.,0
1323,"Получается, именно из-за нехватки денежных средств сроки были нарушены.",0
1324,"Причем если раньше коттедж стоил заоблачных денег, сейчас его стоимость соизмерима с ценой квартиры в городской черте.",0
1325,"Ссылаются, что очень много объектов», - констатирует Мария.",0
1326,"Ссылаются, что очень много объектов», - констатирует Мария.",0
1327,Своих обязательств директор не выполнила.,0
1328,Все квартиры в одинаковом состоянии — нет даже намёка на отделочные работы.,0
1329,"Но ни в декабре, ни в январе, ни в феврале, ни по сей день мы ничего не получили.",0
1330,Никто ничего в проектной документации не меняет.,0
1331,"Если подобные суды станут массовыми, то некоторые ульяновские застройщики могут стать банкротами.",0
1332,"Мы подводим коммуникации к участкам комплексной застройки, строим в микрорайонах школы, детсады, другие общественные сооружения, чтобы микрорайоны были более привлекательными для жилья.",0
1333,"Заброшенное и ветшающее судно, простоявшее уже более четырех лет без технического обслуживания, грозит экологической катастрофой в масштабах, до сих пор не известных в Красном море.",0
1334,В доме №2 (блок В) ситуация менее вдохновляющая — на 100% возведен только первый этаж 4-й секции.,0
1335,"А теперь главные нюансы, которые помогут понять, в чем дело: первый заключенный ДДУ датируется 04.10.2016 г., последний – 27.03.2018 г. Бросается в глаза то, что за 2016 г. было оформлено всего 10 ДДУ, и еще почти 50 ДДУ в начале 2017 г. То есть, активные продажи начались только с середины 2017 г. – как раз с того момента, как была открыта кредитная линия.",0
1336,"На текущий момент в Березниках признаны аварийными 123 дома, в переселении нуждаются порядка 14 тыс. человек.",0
1337,Общее количество обманутых дольщиков составляло по ним 5001 человек.,0
1338,– На сайте нет возможности подбора квартир.,0
1339,"Застройщиком была группа компаний «Интер» Валерия Татарова: бывший депутат гордумы Ставрополя, ныне он сидит в следственном изоляторе и ждет суда по обвинению в мошенничестве.",0
1340,"К проблемным отнесли ЖК ""Трио"" (ЗАО ""Петротрест-монолит""), ЖК ""Капитал классик"" (ООО ""Развитие"").",0
1341,"Источник — пресс-служба губернатора Пермского края


Подробнее: https://www.newsko.ru/news/nk-4967336.html",0
1342,Ввод в эксплуатацию планируется к весне 2020 года.,0
1343,"Также, согласно открытым данным, за ним значились «ДомСтрой» и «Фирма Челябстройподрядчик», входившая в структуру группы компаний «Серебряный ключ».",0
1344,Все это может затянуться на год.,0
1345,Это еще больше усугубило ситуацию на рынке.,0
1346,Мы связались с «должниками» и попросили прокомментировать данные в департаменте строительства и транспорта региона.,0
1347,Об этом сообщили 29 августа в пресс-службе комитета по строительству.,0
1348,"Эта информация была направлена в Управление Росреестра, правоохранительные органы, управление Ставропольского края по стройжилнадзору для принятия мер.",0
1349,"Он является жестким, и любая просрочка в данном случае недопустима».",0
1350,"Торговый и Доковый мосты закрывают на капитальный ремонт Переправу в Кронштадте, Доковый мост, закроют практически на месяц в связи с проведением завершающего этапа ремонтных работ с 9 августа по 1 сентября текущего года.",0
1351,"Островский потребовал привлечь к ответственности виновных в промедлении строительства спортзала в лицее №1 Смоленска
Сегодня, 26 августа, губернатор Смоленской области Алексей Островский в рамках рабочей поездки по облцентру посетил лицей №1 имени академика Петрова.",0
1352,Получить комментарий представителя ГК не удалось.,0
1353,"Впрочем, это не значит, что жилой комплекс не сложный.",0
1354,"Впрочем, это не значит, что жилой комплекс не сложный.",0
1355,"Но я думаю, что мы сможем достроить этот дом быстрее.",0
1356,Информацию о возбуждении уголовного дела корреспонденту «URA.RU» подтвердили в прокуратуре Югры.,0
1357,Иногда привлекаются дополнительные источники финансирования.,0
1358,"До сих пор челябинцы ждут квартир в доме по улице Работниц, а копейчане — дома на Чаадаева, 79, Победы, 48 и улице Славы, 14.",0
1359,"За шесть лет, с 2011 по 2016 годы, был решен вопрос по 11 «проблемным» объектам, защищены права более 800 долевиков.",0
1360,Дом № 2 сдан в эксплуатацию.,0
1361,"Хотя, как мы помним, совсем недавно стоимость квартиры в центре города в строящемся доме составляла 60 тыс. рублей за 1 кв. м.",0
1362,"В силу статьи 333 Гражданского кодекса Российской Федерации, если подлежащая уплате неустойка явно несоразмерна последствиям нарушения обязательства, суд вправе уменьшить неустойку.",0
1363,"Сейчас в эксплуатацию введены все 15 центров, генподрядчиком которых был «Ростех».",0
1364,"Двое его заместителей, Юрий Исаев и Ирина Лосинская получили, соответственно, девять и шесть лет.",0
1365,"Я не готов говорить, что стало причиной задержек.",0
1366,Степень готовности ЖК «Маяковский» — 75%.,0
1367,"– Еще одна история, о которой мне рассказывали строители.",0
1368,"На заседании представитель истца поддержал заявленные требования, представитель ответчика иск не признал.",0
1369,Жильцы проблемного дома в пос.,0
1370,"Новостройка рассчитана на 1076 квартир, большинство из которых — однокомнатные.",0
1371,Тогда чиновники выявили нарушения в жилом комплексе.,0
1372,"Обязательства свои не выполняют, - свидетельствует девушка в отзыве на портале недвижимости Restate.",0
1373,"Обязательства свои не выполняют, - свидетельствует девушка в отзыве на портале недвижимости Restate.",0
1374,Фактически в июне мы объект введём.,0
1375,"Таким образом, проблемные объекты, о которых мы говорили, составляют около 1% всех строек.",0
1376,"Возможно, именно из-за этой рокировки работы на всех стройках компании тормозятся.",0
1377,"Нашли нового, с которым уже подписали договор.",0
1378,К 2016 году должно было быть построено 32 центра.,0
1379,А также провести «первоочередные мероприятия по обеспечению безопасности проживающих в доме граждан».,0
1380,А также провести «первоочередные мероприятия по обеспечению безопасности проживающих в доме граждан».,0
1381,"Девелоперы заявляют, что сложности возникли из-за приказа Минкульта и изменения законодательства в сфере строительства.",0
1382,Именно он возглавляет партийную рабочую группу по проблеме обманутых дольщиков.,0
1383,В ближайшее время уголовное дело в отношении Руслана и Максима Ванчуговых рассмотрит Приморский районный суд.,0
1384,"(Определение Верховного Суда РФ от 20.10.2015 N 14-КГ15-9 Требование: О взыскании неустойки, компенсации морального вреда, штрафа, расходов на оплату услуг представителя.",0
1385,У застройщика их семь.,0
1386,"Можете пояснить, сколько граждан в регионе пострадали от кризиса или недобросовестности застройщиков?",0
1387,"Учредителем первого является городское управление муниципального имущества, второго — управление градостроительства и архитектуры мэрии.",0
1388,"Больше всего объектов, подпавших под новые поправки, возводит ""Дальпитерстрой"".",0
1389,"Насколько этот срок реален, сказать трудно.",0
1390,Летом 2015 года подозреваемый руководил отделом по надзору ГАСН и провел выездную плановую проверку дома.,0
1391,Летом 2015 года подозреваемый руководил отделом по надзору ГАСН и провел выездную плановую проверку дома.,0
1392,"Александр Пушилин никогда, ни одного дня не работал на стройке.",0
1393,"Застройщики сейчас охотно занимаются индивидуальным строительством, люди с удовольствием стали переселяться за город.",0
1394,На премьерном этапе застройщик возвел восьмисекционный монолитный дом высотой 12 этажей.,0
1395,Об этом со ссылкой на документы комитета по строительству Петербурга сообщает ИТАР-ТАСС.,0
1396,"В 2018 г. в рамках этой программы планируется выполнить переселение аварийных домов, расположенных по адресам: ул. Ленина, д. 31, ул. Калинина, д. 20, ул. Комсомольская, д. 1, ул. Ленина, д. 30, ул. Ленина, д. 32, ул. Ленина, д. 49, ул. Ленина, д. 53.",0
1397,"Москва» в проектных декларациях и последующих редакциях, присутствующих в открытом доступе.",0
1398,"Об этом сообщили ""Интерфаксу"" в пресс-службе компании.",0
1399,Он рассказал об этом в ходе инспекционной поездки в Березники вместе с главным федеральным инспектором (ГФИ) по Пермскому краю Сергеем Половниковым.,0
1400,В пресс-службе УМВД ХМАО для получения официальных комментариев попросили направить официальный запрос.,0
1401,"Проблемным были признаны 1, 4-й и 5-й корпуса ЖК ""Новая Каменка"", которые возводит ""РосСтрой"" (СУ-155).",0
1402,"Около 500 жилых домов остались без газа в Краснодаре - более чем на сутки Краснодар, 7 августа 2019, 11:25 - REGNUM Около 500 домов в поселке Краснодарском Краснодара - преимущественно частные и несколько многоэтажек - остаются без газа уже больше суток.",0
1403,"Заместитель директора службы правовой поддержки «Олимп» Марина Алексеева не видит ничего удивительного в том, что в Арбитражном суде Пензенской области сойдутся в споре два структурных подразделения мэрии.",0
1404,Цена участков сопоставима с затратами инвесторов.,0
1405,Невольно возникает мысль: а не связана ли эта «смена» с мнением самих подрядчиков?,0
1406,Порядка 2 тысяч семей попали в трудную ситуацию.,0
1407,Порядка 2 тысяч семей попали в трудную ситуацию.,0
1408,Со ссылкой на директора школы он передал основные претензии: «Отсутствует научная организация труда.,0
1409,В 2016 году данный показатель составил 328 лиц.,0
1410,Принадлежит застройщику на правах собственности.,0
1411,Однако с каждым месяцем отставание от графика становилось все заметнее.,0
1412,Новый роддом рассчитан на 10 тысяч родов в год.,0
1413,"Последовала экспертиза, которая обнаружила строительный брак.",0
1414,"Последовала экспертиза, которая обнаружила строительный брак.",0
1415,Проведение кровельных работ будет возобновлено 22 апреля.,0
1416,За опубликование неполной информации генеральный директор получил штрафы в 10-20 тысяч рублей.,0
1417,"Отметим, что в январе 2019 года Смирнова уже задерживали по подозрению в мошенничестве, однако через двое суток его отпустили.",0
1418,Сапроново (6 мкрн. г. Видное) Ленинского района Московской области.,0
1419,"Если бы здесь велись работы, мы бы увидели хотя бы минимальные изменения.",0
1420,В настоящее время там заканчиваются кровельные работы.,0
1421,Однако к сроку дом не был готов.,0
1422,Программа по строительству перинатальных центров была утверждена в 2013 году.,0
1423,Ведутся работы над вертикальными конструкциями 2-го этажа.,0
1424,У этих людей могут быть проблемы.,0
1425,"Собеседник ""Интерфакса"" заметил, что все основные работы по первым энергоблокам планируется завершить до 7-10 декабря.",0
1426,"Ошибка в сроках посевных работ отразится на количестве собранного урожая, а иногда семена и вовсе приходится пересевать заново.",0
1427,"До 2009 года, по информации базы данных СПАРК, ООО ""Норманн-Центр"" владела Инвестиционно-строительная группа ""Норманн"".",0
1428,"В секциях №5-10 (блоки А, Г, Д, Е) монолитные работы на уровне цокольного/первого этажа завершены на 50–100%.",0
1429,В начале сентября контракт выставят на торги.,0
1430,"Кроме ""Суворовского"" и ""Платовского"", это такие жилые комплексы, как ""Почтовый"", ""Молодежный"", ""Маршала Жукова"", ""Московский"", ""Лазаревский"", ""Горгиппия"", поселок ""Вишневый сад"" и другие.",0
1431,Комитет по строительству в период с 28 августа по 14 сентября направил управлению Росреестра уведомление по 38 новостройкам Петербурга.,0
1432,"Где-то – кризис, где-то – просчеты самих застройщиков.",0
1433,"Все остальные строительно-монтажные и инженерные работы на корпусах  № 6 и № 55 уже выполнены», - сообщил он.",0
1434,Дольщиков ГК «Город» уже исключили из реестра пострадавших.,0
1435,"Напомним, что дело слушалось в окружном арбитражном суде 15 апреля.",0
1436,"С тех пор, как известно, районный центр, как элемент власти, ликвидировали, а все функции передали на уровень выше.",0
1437,"С тех пор, как известно, районный центр, как элемент власти, ликвидировали, а все функции передали на уровень выше.",0
1438,"Прокуратура начинает работать по застройщикам, когда уже поздно.",0
1439,"Я был здесь три месяца назад и могу сказать, что в доме ничего не изменилось.",0
1440,"Сейчас оно возобновилось, и мы активизировали строительство.",0
1441,"Второй дом сейчас сдается, это будет еще минус 120 человек.",0
1442,"Плановый срок сдачи – июль, 2016.",0
1443,"– Надо понимать, что проблемами дольщиков мы плотно занимались и до появления реестра.",0
1444,Для их постановки на кадастровый учет застройщиком обеспечено представление графических материалов в электронном виде.,0
1445,В нем запроектированы 562 квартиры (согласно внесенным изменениям в ПД от 05.05.2017 г.).,0
1446,"По крайней мере, со второй четверти дети должны пойти сюда учиться.",0
1447,"До недавнего времени Александр Сребрянский числился гендиректором ООО «Проект Парковый-1» и ООО «РегионПроект», фигурирующих в материалах уголовного дела.",0
1448,"Идущие в суд ульяновцы испытывают финансовые трудности, вынуждены снимать жилье и оплачивать ипотеку, взысканная неустойка хоть как-то поможет решить эти проблемы.",0
1449,"Ведь если цены поползли один раз вниз, потенциальный покупатель будет ждать, что цены упадут еще.",0
1450,"Пострадал не только фасад здания, трещины были обнаружены в несущих конструкциях, с фундаментом здания тоже не все оказалось в порядке.",0
1451,"Сколько на сегодня стоит 1 кв. м в микрорайонах комплексной застройки, а сколько – в центре, на той же улице Неделина, например?",0
1452,То есть сама по себе просроченная сдача объекта автоматически не ведет к включению человека в реестр.,0
1453,"Например, выход из строя какого-либо оборудования может привести к потере данных или выходу из строя другого критически важного элемента системы.",0
1454,"С 1 апреля 2019 года начинаются работы, которые в середине июня мы надеемся завершить.",0
1455,"Новострой проверил463526 апреля 2018 в 14:44 Диана Солнцева
 
«Первый квартал» — название с подтекстом.",0
1456,"Теперь сроки, скорее всего, перенесутся на конец 2019 года.",0
1457,"Я не понимаю, откуда взялась информация на ЕРЗ.",0
1458,"Однако это слишком маленькая часть суммы из той, что требуется для строительства одного объекта (1,3 млрд.).",0
1459,"В областном правительстве оперативно комментировать ситуацию отказались, как и в гурьевской администрации.",0
1460,В эксплуатацию ввели восемь.,0
1461,"В компании отметили, что информация «получила некорректную трактовку».",0
1462,"В данном случае и власти города, и Росреестр выполняют требования закона.",0
1463,"Кроме того, время подготовки Ми-35 к повторному боевому вылету занимает гораздо больше времени, чем у «Супер Тукано»",0
1464,"Всего мужчина заплатил за квартиру 58 миллионов рублей, а также 450 тысяч за машиноместо и 750 тысяч рублей — за мотоместо.",0
1465,– Тема обманутых дольщиков не сходит с полос липецкой прессы.,0
1466,Реакция властей на массовые жалобы обманутых дольщиков происходит по следующему сценарию.,0
1467,Задержка может составить до года.,0
1468,Пострадавшими числятся 816 семей дольщиков.,0
1469,Зачастую застройщики сами заинтересованы в мирном урегулировании спора.,0
1470,Под застройку выделен земельный участок площадью 134 471 кв. м.,0
1471,"Им предъявили обвинения сразу по трём статьям: «Мошенничество в особо крупном размере», «Присвоение или растрата» и «Незаконное образование (создание, реорганизация) юридического лица».",0
1472,Новый завод безалкогольных напитков будет самым крупным в Восточной Европе.,0
1473,Общая сумма взысканий составила почти 400 тысяч рублей.,0
1474,Единственное — поставили на нескольких этажах двери в лифтовую шахту и мало-помалу занимаются установкой самого лифта.,0
